SEVERITYCODE,X,Y,OBJECTID,INCKEY,COLDETKEY,REPORTNO,STATUS,ADDRTYPE,INTKEY,LOCATION,EXCEPTRSNCODE,EXCEPTRSNDESC,SEVERITYCODE,SEVERITYDESC,COLLISIONTYPE,PERSONCOUNT,PEDCOUNT,PEDCYLCOUNT,VEHCOUNT,INCDATE,INCDTTM,JUNCTIONTYPE,SDOT_COLCODE,SDOT_COLDESC,INATTENTIONIND,UNDERINFL,WEATHER,ROADCOND,LIGHTCOND,PEDROWNOTGRNT,SDOTCOLNUM,SPEEDING,ST_COLCODE,ST_COLDESC,SEGLANEKEY,CROSSWALKKEY,HITPARKEDCAR
2,-122.319235,47.65421717,415,97000,97000,2882817,Matched,Block,,UNIVERSITY BR BETWEEN POINT B AND EASTLAKE AVE NE,,,2,Injury Collision,Other,1,0,0,1,2009/09/30 00:00:00+00,9/30/2009 8:50,Mid-Block (not related to intersection),26,MOTOR VEHICLE STRUCK OBJECT IN ROAD,,1,Clear,Dry,Daylight,,9273025,,50,Fixed object,0,0,N
1,-122.3610149,47.53855078,416,53600,53600,2127310,Matched,Block,,DELRIDGE WAY SW BETWEEN SW MYRTLE ST AND SW ORCHARD ST,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2006/05/17 00:00:00+00,5/17/2006 16:56,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,6137017,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3341993,47.58293839,417,1326,1326,3645763,Matched,Block,,1ST AVE S BETWEEN S WALKER ST AND S STACY ST,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Parked Car,3,0,0,2,2013/04/02 00:00:00+00,4/2/2013 18:30,Mid-Block (not related to intersection),0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear,Unknown,Daylight,,,,32,One parked--one moving,0,0,N
2,-122.3446898,47.70468772,418,1004,1004,3552564,Matched,Block,,AURORA AVE N BETWEEN N 104TH ST AND N NORTHGATE WAY, ,,2,Injury Collision,Rear Ended,2,0,0,2,2013/03/22 00:00:00+00,3/22/2013 19:26,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3670236,47.62559265,419,51900,51900,2071713,Matched,Block,,ELLIOTT AVE W BETWEEN W MERCER ST AND W MERCER PL,,,2,Injury Collision,Other,5,0,0,2,2006/03/17 00:00:00+00,3/17/2006 14:27,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,6076013,,21,One car entering driveway access,0,0,N
1,-122.3604461,47.65454083,421,1132,1132,3502002,Matched,Block,,LEARY WAY NW BETWEEN NW 39TH ST AND 3RD AVE NW, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2013/03/26 00:00:00+00,3/26/2013 21:25,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3201136,47.61408042,422,17800,17800,1475615,Matched,Block,,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/07/03 00:00:00+00,7/3/2004,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Unknown,Unknown,Dark - Street Lights On,,4185008,,32,One parked--one moving,0,0,N
2,-122.3573604,47.62458528,423,320842,322342,3547728,Matched,Block,,W MERCER ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W, ,,2,Injury Collision,Cycles,2,0,1,1,2019/07/07 00:00:00+00,7/7/2019 21:32,Driveway Junction,18,"MOTOR VEHICLE STRUCK PEDALCYCLIST, FRONT END AT ANGLE",,N,Overcast,Wet,Dark - Street Lights On,Y,,,5,Vehicle Strikes Pedalcyclist,0,0,N
1,-122.3803149,47.57314492,424,98700,98700,3295555,Matched,Intersection,31832,38TH AVE SW AND SW HINDS ST,,,1,Property Damage Only Collision,Angles,3,0,0,2,2009/05/29 00:00:00+00,5/29/2009 21:04,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dusk,,9149009,Y,10,Entering at angle,0,0,N
1,-122.3130342,47.66749016,425,320817,322317,E936789,Matched,Block,,UNIVERSITY WAY NE BETWEEN NE 52ND ST AND NE 55TH ST, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2019/07/03 00:00:00+00,7/3/2019 12:00,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
2,-122.2808059,47.52426198,426,330917,332417,3837870,Unmatched,Intersection,35267,42ND AVE S AND S TRENTON ST, ,,2,Injury Collision,,4,0,0,0,2020/04/24 00:00:00+00,4/24/2020,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1,-122.2992211,47.61891506,427,64200,64200,2059939,Matched,Block,,E DENNY WAY BETWEEN 25TH AVE AND 26TH AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/03/11 00:00:00+00,3/11/2006 9:11,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,6070029,,32,One parked--one moving,0,0,N
1,-122.3027274,47.61226406,428,1084,1084,3605933,Matched,Block,,23RD AVE BETWEEN E SPRING ST AND E UNION ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2013/03/25 00:00:00+00,3/25/2013 16:05,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
1,-122.3565937,47.65343693,429,58200,58200,2614146,Matched,Block,,PALATINE AVE N BETWEEN N 36TH ST AND N 39TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/10/14 00:00:00+00,10/14/2006 13:00,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Unknown,Unknown,Unknown,,6287036,,32,One parked--one moving,0,0,N
1,-122.3141674,47.6129174,430,330949,332449,EA30501,Matched,Intersection,29763,14TH AVE AND E UNION ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2020/04/08 00:00:00+00,4/8/2020 22:55,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,,10,Entering at angle,0,0,N
1,-122.3025972,47.61710747,431,50800,50800,2128519,Matched,Intersection,29988,23RD AVE AND E OLIVE N ST,,,1,Property Damage Only Collision,Left Turn,6,0,0,2,2006/06/18 00:00:00+00,6/18/2006 16:03,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Dawn,,6169012,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.3854043,47.68775789,432,38000,38000,1796707,Matched,Block,,23RD AVE NW BETWEEN NW 80TH ST AND NW 83RD ST,,,2,Injury Collision,Parked Car,2,0,0,2,2005/06/20 00:00:00+00,6/20/2005 14:23,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,5171018,,32,One parked--one moving,0,0,N
2,-122.3353197,47.60872335,433,1359,1359,3581634,Matched,Block,,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST, ,,2,Injury Collision,Rear Ended,3,0,0,3,2013/04/02 00:00:00+00,4/2/2013 15:38,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.2951571,47.56146453,434,83400,83400,2798081,Matched,Intersection,32500,29TH AVE S AND S SNOQUALMIE ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2008/10/01 00:00:00+00,10/1/2008,At Intersection (intersection related),16,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE SIDESWIPE",Y,0,Clear,Dry,Daylight,,8275006,,32,One parked--one moving,0,0,N
1,-122.3342121,47.54937951,436,320884,322384,E921369,Matched,Block,,1ST AVE S BETWEEN S FIDALGO ST AND EAST MARGINAL WAY S, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2019/05/14 00:00:00+00,5/14/2019 18:25,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Wet,Daylight,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.2864678,47.61835994,437,330842,332342,EA29932,Unmatched,Intersection,29498,37TH AVE E AND E DENNY WAY, ,,2,Injury Collision,,2,0,0,0,2020/04/20 00:00:00+00,4/20/2020,At Intersection (intersection related),24,MOTOR VEHCILE STRUCK PEDESTRIAN,,,,,,,,, ,,0,0,N
1,-122.2924936,47.7210075,438,47200,47200,2026651,Matched,Block,,33RD AVE NE BETWEEN NE 125TH ST AND NE 130TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/08/20 00:00:00+00,8/20/2005 0:30,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,5232030,,32,One parked--one moving,0,0,N
1,-122.3553017,47.69021483,439,320831,322331,E936791,Matched,Block,,GREENWOOD AVE N BETWEEN N 84TH ST AND N 85TH ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2019/07/03 00:00:00+00,7/3/2019 13:48,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
2,-122.3437015,47.61288566,440,1047,1047,3643896,Matched,Block,,2ND AVE BETWEEN LENORA ST AND BLANCHARD ST, ,,2,Injury Collision,Rear Ended,5,0,0,2,2013/03/24 00:00:00+00,3/24/2013 0:43,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,Y,Clear,Dry,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3568228,47.70962819,441,22500,22500,1778746,Matched,Block,,PALATINE AVE N BETWEEN N 110TH ST AND N 112TH ST,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2004/01/27 00:00:00+00,1/27/2004 10:44,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Daylight,,4027016,,32,One parked--one moving,0,0,N
1,-122.3449769,47.72321155,442,330983,332483,EA30949,Matched,Intersection,35828,AURORA AVE N AND N 130TH ST, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2020/04/25 00:00:00+00,4/25/2020 8:29,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Raining,Wet,Daylight,,,,10,Entering at angle,0,0,N
2,-122.3325194,47.6023056,443,110900,110900,3329881,Matched,Intersection,30482,2ND AVE AND JAMES ST,,,2,Injury Collision,Left Turn,4,0,0,2,2010/08/09 00:00:00+00,8/9/2010 10:24,At Intersection (intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,10221024,,15,From same direction - one left turn - one straight,0,0,N
1,-122.3342121,47.54937951,444,1352,1352,3502605,Matched,Block,,1ST AVE S BETWEEN S FIDALGO ST AND EAST MARGINAL WAY S, ,,1,Property Damage Only Collision,Left Turn,3,0,0,2,2013/04/02 00:00:00+00,4/2/2013 6:43,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,N,Clear,Dry,Dawn,,,,15,From same direction - one left turn - one straight,0,0,N
1,-122.293751,47.53891249,445,55200,55200,2615980,Matched,Block,,S MYRTLE ST BETWEEN BEACON ER AVE S AND S MYRTLE PL,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2006/10/14 00:00:00+00,10/14/2006 21:48,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Raining,Wet,Dark - Street Lights On,,6287011,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3275245,47.60439327,446,1331,1331,3548985,Matched,Block,,JAMES ST BETWEEN 6TH AVE AND 7TH AVE, ,,1,Property Damage Only Collision,Angles,2,0,0,2,2013/03/28 00:00:00+00,3/28/2013 10:10,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Clear,Dry,Daylight,,,,10,Entering at angle,0,0,N
2,-122.328222,47.59239408,447,100000,100000,3327008,Matched,Block,,S ROYAL BROUGHAM WAY BETWEEN 4TH AVE S AND 5TH AVE S,,,2,Injury Collision,Rear Ended,2,0,0,2,2009/08/17 00:00:00+00,8/17/2009 12:20,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,9229019,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.338143,47.64805469,448,43100,43100,2023131,Matched,Block,,N 34TH ST BETWEEN WOODLAWN AVE N AND DENSMORE AVE N,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2005/07/23 00:00:00+00,7/23/2005 13:41,Mid-Block (not related to intersection),13,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, LEFT SIDE AT ANGLE",,0,Clear,Dry,Daylight,,5204019,,32,One parked--one moving,0,0,N
1,-122.3761923,47.56529384,449,29300,29300,1774932,Matched,Block,,35TH AVE SW BETWEEN FAUNTLEROY N WAY SW AND FAUNTLEROY S WAY SW,,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2004/02/28 00:00:00+00,2/28/2004 12:30,Driveway Junction,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4059015,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,,,451,60000,60000,2607865,Matched,Block,,DEXTER AVE N BETWEEN WARD ST AND PROSPECT ST,,,1,Property Damage Only Collision,Other,2,0,0,2,2006/10/24 00:00:00+00,10/24/2006 10:01,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Raining,Wet,Daylight,,6297026,Y,23,From same direction - all others,0,0,N
2,-122.2945878,47.53796576,452,1267,1267,3672025,Matched,Block,,BEACON ER AVE S BETWEEN S MYRTLE ST AND S OTHELLO ST, ,,2,Injury Collision,Rear Ended,6,0,0,2,2013/03/31 00:00:00+00,3/31/2013 19:00,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Dusk,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3386512,47.60733158,453,320846,322346,E937290,Matched,Block,,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST, ,,1,Property Damage Only Collision,Sideswipe,5,0,0,2,2019/07/01 00:00:00+00,7/1/2019 16:35,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,11,From same direction - both going straight - both moving - sideswipe,0,0,N
2,-122.3350836,47.5396458,454,320826,322326,E918785,Matched,Block,,1ST AV S BR SB BETWEEN POINT A AND SR509 SB, ,,2,Injury Collision,Rear Ended,8,0,0,7,2019/05/03 00:00:00+00,5/3/2019 16:51,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,N,Clear,Dry,Daylight,,,,13,From same direction - both going straight - both moving - rear-end,0,0,N
2,-122.3209367,47.62466033,455,84000,84000,2899026,Matched,Block,,BROADWAY E BETWEEN E MERCER ST AND E ROY E ST,,,2,Injury Collision,Rear Ended,3,0,0,2,2008/09/03 00:00:00+00,9/3/2008,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,8247023,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3436235,47.62583781,456,53700,53700,2622930,Matched,Block,,AURORA AVE N BETWEEN ROY ST AND VALLEY ST,,,2,Injury Collision,Rear Ended,5,0,0,4,2006/07/07 00:00:00+00,7/7/2006,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Clear,Dry,Daylight,,6188044,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3369375,47.61216762,457,1311,1311,2606572,Matched,Block,,5TH AVE BETWEEN PINE ST AND OLIVE WAY, ,,2,Injury Collision,Right Turn,4,0,0,2,2013/03/28 00:00:00+00,3/28/2013 6:27,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,N,Raining,Wet,Dark - Street Lights On,,,,16,From same direction - one right turn - one straight,0,0,N
1,-122.2966582,47.66124886,458,40100,40100,2025347,Matched,Intersection,288752,U VILLAGE DR AND NE 45TH ST,,,1,Property Damage Only Collision,Other,3,0,0,2,2005/09/06 00:00:00+00,9/6/2005,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Daylight,,5249026,,22,One car leaving driveway access,0,0,N
1,,,459,28100,28100,1778147,Matched,Block,,ALASKAN WY VI NB BETWEEN S ROYAL BROUGHAM WAY ON RP AND SENECA ST OFF RP,,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2004/08/12 00:00:00+00,8/12/2004 17:30,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,4225009,,12,From same direction - both going straight - one stopped - sideswipe,0,0,N
1,-122.3906502,47.58027357,460,1137,1137,3553734,Matched,Block,,46TH AVE SW BETWEEN SW ADMIRAL WAY AND SW LANDER ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/26 00:00:00+00,3/26/2013 23:40,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Dark - Street Lights On,,,,32,One parked--one moving,0,0,N
2,-122.355302,47.6821781,461,8741,8741,1782439,Matched,Block,,GREENWOOD AVE N BETWEEN N 73RD ST AND N 74TH ST,,,2,Injury Collision,Rear Ended,8,0,0,4,2004/04/25 00:00:00+00,4/25/2004 10:58,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Clear,Dry,Daylight,,4116034,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
1,-122.3413239,47.61206453,463,20200,20200,1214098,Matched,Block,,VIRGINIA ST BETWEEN 2ND AVE AND 3RD AVE,,,1,Property Damage Only Collision,Other,4,0,0,2,2004/09/17 00:00:00+00,9/17/2004 23:34,Mid-Block (but intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Overcast,Dry,Dark - Street Lights On,,4261028,,23,From same direction - all others,0,0,N
1,,,464,320812,322312,E935276,Matched,,,,NEI,"Not Enough Information, or Insufficient Location Information",1,Property Damage Only Collision,Left Turn,2,0,0,2,2019/06/02 00:00:00+00,6/2/2019 17:10,Unknown,0,NOT ENOUGH INFORMATION / NOT APPLICABLE,,N,Clear,Dry,Daylight,,,,28,From opposite direction - one left turn - one straight,0,0,N
2,-122.3659079,47.51827945,466,62000,62000,2072555,Matched,Block,,26TH AVE SW BETWEEN SW CAMBRIDGE ST AND SW ROXBURY ST,,,2,Injury Collision,Rear Ended,2,0,0,2,2006/02/26 00:00:00+00,2/26/2006 18:28,Mid-Block (but intersection related),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,0,Raining,Wet,Dark - Street Lights On,,6057019,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.2963702,47.72380076,467,1081,1081,3597017,Matched,Block,,30TH AVE NE BETWEEN NE 130TH ST AND NE 133RD ST, ,,2,Injury Collision,Other,1,0,0,1,2013/03/25 00:00:00+00,3/25/2013 3:39,Mid-Block (not related to intersection),28,MOTOR VEHICLE RAN OFF ROAD - HIT FIXED OBJECT,,N,Clear,Dry,Dark - Street Lights Off,,,,50,Fixed object,0,0,N
1,-122.3798223,47.54474885,468,58100,58100,2060186,Matched,Block,,SW MORGAN ST BETWEEN 37TH AVE SW AND 38TH AVE SW,,,1,Property Damage Only Collision,Parked Car,3,0,0,3,2006/01/12 00:00:00+00,1/12/2006 3:33,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,1,Overcast,Dry,Dark - Street Lights On,,6012017,,32,One parked--one moving,0,0,N
1,,,470,48500,48500,2070628,Matched,Block,,SPRUCE ST BETWEEN 8TH AVE AND TERRY AVE,,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2006/02/27 00:00:00+00,2/27/2006 16:30,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,0,Unknown,Unknown,Daylight,,6058018,,32,One parked--one moving,0,0,N
2,-122.3001668,47.58099444,471,38300,38300,1077085,Matched,Intersection,31467,RAINIER AVE S AND S BAYVIEW ST,,,2,Injury Collision,Angles,3,0,0,2,2005/08/26 00:00:00+00,8/26/2005 15:00,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Daylight,,5238023,,10,Entering at angle,0,0,N
1,-122.3553063,47.69150544,472,1395,1395,3467091,Matched,Block,,GREENWOOD AVE N BETWEEN N 85TH ST AND N 87TH ST, ,,1,Property Damage Only Collision,Rear Ended,2,0,0,2,2013/04/03 00:00:00+00,4/3/2013 21:29,Mid-Block (not related to intersection),14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",Y,Y,Clear,Dry,Dark - Street Lights On,,,,14,From same direction - both going straight - one stopped - rear-end,0,0,N
2,-122.3134077,47.57162902,473,33600,33600,1783990,Matched,Intersection,32245,15TH AVE S AND S SPOKANE ST,,,2,Injury Collision,Angles,4,0,0,3,2005/09/11 00:00:00+00,9/11/2005 20:41,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,0,Clear,Dry,Dark - Street Lights On,,5254020,,10,Entering at angle,0,0,N
1,-122.2908185,47.70657855,474,320859,322359,E937406,Matched,Block,,35TH AVE NE BETWEEN NE 105TH ST AND NE 110TH ST, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2019/07/04 00:00:00+00,7/4/2019 16:00,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,Y
1,-122.3311339,47.61253537,475,1222,1222,3581935,Matched,Intersection,29883,PIKE ST AND CONVENTION PL, ,,1,Property Damage Only Collision,Sideswipe,2,0,0,2,2013/03/31 00:00:00+00,3/31/2013 15:54,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,81,Same direction -- both turning left -- both moving -- sideswipe,0,0,N
2,-122.3295514,47.55339933,476,330851,332351,3803371,Unmatched,Intersection,33170,4TH AVE S AND S LUCILE ST, ,,2,Injury Collision,,3,0,0,0,2020/04/20 00:00:00+00,4/20/2020,At Intersection (intersection related),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,,,,,,,, ,,0,0,N
1,-122.3234661,47.6375274,478,33000,33000,2063792,Matched,Block,,BOYLSTON AVE E BETWEEN LAKEVIEW N BV E AND E BOSTON ST,,,1,Property Damage Only Collision,Parked Car,6,0,0,2,2005/10/05 00:00:00+00,10/5/2005,Mid-Block (not related to intersection),11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",Y,0,Clear,Dry,Daylight,,5278035,,32,One parked--one moving,0,0,N
1,-122.3247477,47.61968083,479,1237,1237,3593844,Matched,Block,,E JOHN ST BETWEEN SUMMIT AVE E AND E OLIVE WAY, ,,1,Property Damage Only Collision,Parked Car,2,0,0,2,2013/03/31 00:00:00+00,3/31/2013 13:45,Driveway Junction,11,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, FRONT END AT ANGLE",,N,Clear,Dry,Daylight,,,,32,One parked--one moving,0,0,N
1,-122.347606,47.62032232,481,330826,332326,3852336,Unmatched,Block,,5TH AVE N BETWEEN JOHN ST AND BROAD ST, ,,1,Property Damage Only Collision,,1,0,0,0,2020/04/16 00:00:00+00,4/16/2020,Driveway Junction,14,"MOTOR VEHICLE STRUCK MOTOR VEHICLE, REAR END",,,,,,,,, ,,0,0,N
